fund_name,fund_extended_name,category,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,size,currency
PSTAX,Virtus KAR Capital Growth Fund Class A,Large Growth,Virtus,512700000,23.4,0,3,15/10/1995,Growth,Large,USD
PSTCX,Virtus Newfleet Multi-Sector Short Term Bond Fund Class C,Short-Term Bond,Virtus,6350000000,2.65,2.62,5,30/9/1997,Value,Small,USD
PSTIX,PIMCO StocksPLUS Short Fund Institutional Class,Bear Market,PIMCO,1570000000,-10.48,1.95,0,22/7/2003,,,USD
PSTKX,PIMCO StocksPLUS Fund Institutional Class,Large Blend,PIMCO,804760000,14.51,2.5,5,12/5/1993,Blend,Large,USD
PSTMX,Principal SystematEx International Fund Class R-6,Foreign Large Blend,Principal Funds,52130000,10.41,3.26,4,21/9/2015,Value,Large,USD
PSTQX,PGIM Short-Term Corporate Bond Fund- Class R6,Short-Term Bond,PGIM Funds (Prudential),9170000000,2.43,2.94,4,1/3/2012,Value,Medium,USD
PSTWX,Principal SmallCap Value Fund II R-4 Class,Small Value,Principal Funds,1060000000,13.07,0.36,3,31/5/2004,Blend,Small,USD
PSVAX,Principal SmallCap Value Fund II Class A,Small Value,Principal Funds,1060000000,13.03,0.31,3,2/6/2014,Blend,Small,USD
PSVCX,PNC Multiple Factor Small Cap Value Fund Class C,Small Value,PNC Funds,20780000,10.99,1.17,2,26/1/2000,Blend,Small,USD
PSVDX,PGIM QMA Small-Cap Value Fund- Class R2,Small Value,PGIM Funds (Prudential),1310000000,11.72,1.48,3,27/12/2017,Value,Small,USD
PSVIX,AllianzGI NFJ Small-Cap Value Fund Institutional Class,Small Value,Allianz Funds,1220000000,12.25,3.47,2,30/9/1991,Value,Small,USD
PSVKX,PGIM QMA Small-Cap Value Fund- Class R4,Small Value,PGIM Funds (Prudential),1310000000,11.78,1.68,3,27/12/2017,Value,Small,USD
PSWIX,Principal Strategic Asset Management Strategic Growth Fund Institutional Class,Allocation - 85%+ Equity,Principal Funds,1840000000,12.22,1.99,4,15/1/2007,Growth,Large,USD
PSWJX,Principal Strategic Asset Management Strategic Growth Fund Class J,Allocation - 85%+ Equity,Principal Funds,1840000000,12.24,1.87,4,15/1/2007,Growth,Large,USD
PSYGX,Putnam Small Cap Growth Fund Class Y,Small Growth,Putnam,457920000,19.82,0,3,2/11/2003,Growth,Small,USD
PSYPX,Palmer Square Income Plus Fund,Ultrashort Bond,Palmer Square,566630000,2.15,2.96,5,27/2/2014,,,USD
PTAAX,Princeton Long/Short Treasury Fund Class A shares,Long-Short Credit,Princeton,18320000,4.14,0,0,31/1/2017,,,USD
PTAEX,Putnam Tax Exempt Income Fund Class A,Muni National Long,Putnam,926550000,2.98,3.16,3,30/12/1976,Growth,Medium,USD
PTAFX,Pinnacle Sherman Tactical Allocation Fund Class A Shares,Tactical Allocation,Pinnacle,13830000,5.35,0.26,1,2/6/2013,Blend,Large,USD
PTAIX,Princeton Long/Short Treasury Fund Class I shares,Long-Short Credit,Princeton,18320000,4.32,0.14,0,31/1/2017,,,USD
PTAJX,Principal LifeTime 2010 Fund Class J,Target-Date 2000-2010,Principal Funds,764120000,6.46,2.53,3,14/6/2001,Growth,Large,USD
PTALX,PGIM QMA Global Tactical Allocation Fund- Class A,Multialternative,PGIM Funds (Prudential),38200000,7.82,0,4,20/4/2015,Blend,Large,USD
PTAMX,Principal LifeTime 2010 Fund R-3 Class,Target-Date 2000-2010,Principal Funds,764120000,6.39,2.06,3,28/2/2001,Growth,Large,USD
PTANX,Principal LifeTime 2010 Fund R-2 Class,Target-Date 2000-2010,Principal Funds,764120000,6.34,1.92,2,28/2/2001,Growth,Large,USD
PTAPX,Principal LifeTime 2010 Fund R-5 Class,Target-Date 2000-2010,Principal Funds,764120000,6.46,2.44,3,28/2/2001,Growth,Large,USD
PTASX,Principal LifeTime 2010 Fund R-4 Class,Target-Date 2000-2010,Principal Funds,764120000,6.38,2.29,3,28/2/2001,Growth,Large,USD
PTATX,T. Rowe Price Total Return Fund Advisor Class,Intermediate-Term Bond,T. Rowe Price,44310000,3.45,3.05,0,14/11/2016,Blend,Small,USD
PTBAX,Principal LifeTime 2020 Fund Class A,Target-Date 2020,Principal Funds,4160000000,8.5,2.07,4,27/6/2005,Growth,Large,USD
PTBCX,Principal Tax-Exempt Bond Fund Class C,Muni National Interm,Principal Funds,424430000,3.17,2.65,4,28/2/2002,Blend,Medium,USD
PTBEX,Putnam Tax Exempt Income Fund Class B,Muni National Long,Putnam,926550000,2.82,2.54,2,3/1/1993,Growth,Medium,USD
PTBIX,PNC Intermediate Tax Exempt Bond Fund Class A,Muni National Interm,PNC Funds,39160000,2.61,1.99,2,29/9/2002,Blend,Medium,USD
PTBMX,Principal LifeTime 2020 Fund R-3 Class,Target-Date 2020,Principal Funds,4160000000,8.39,1.86,3,28/2/2001,Growth,Large,USD
PTBNX,Principal LifeTime 2020 Fund R-2 Class,Target-Date 2020,Principal Funds,4160000000,8.35,1.49,3,28/2/2001,Growth,Large,USD
PTBPX,Principal LifeTime 2020 Fund R-5 Class,Target-Date 2020,Principal Funds,4160000000,8.44,2.22,4,28/2/2001,Growth,Large,USD
PTBSX,Principal LifeTime 2020 Fund R-4 Class,Target-Date 2020,Principal Funds,4160000000,8.46,2.07,4,28/2/2001,Growth,Large,USD
PTCAX,Principal LifeTime 2030 Fund Class A,Target-Date 2030,Principal Funds,5470000000,10.34,1.83,3,27/6/2005,Growth,Large,USD
PTCCX,Putnam Tax-Free High Yield Fund Class C,High Yield Muni,Putnam,863190000,3.15,3.02,2,31/1/1999,Growth,Small,USD
PTCFX,Pinnacle Sherman Tactical Allocation Fund Class C Shares,Tactical Allocation,Pinnacle,13830000,5.2,0,1,2/6/2013,Blend,Large,USD
PTCIX,PIMCO Long-Term Credit Bond Fund Institutional Class,Long-Term Bond,PIMCO,3660000000,8.43,4.72,5,30/3/2009,,,USD
PTCLX,PGIM QMA Global Tactical Allocation Fund- Class C,Multialternative,PGIM Funds (Prudential),38200000,7.54,0,4,20/4/2015,Blend,Large,USD
PTCMX,Principal LifeTime 2030 Fund R-3 Class,Target-Date 2030,Principal Funds,5470000000,10.25,1.61,3,28/2/2001,Growth,Large,USD
PTCNX,Principal LifeTime 2030 Fund R-2 Class,Target-Date 2030,Principal Funds,5470000000,10.3,1.25,3,28/2/2001,Growth,Large,USD
PTCPX,Principal LifeTime 2030 Fund R-5 Class,Target-Date 2030,Principal Funds,5470000000,10.39,1.96,3,28/2/2001,Growth,Large,USD
PTCSX,Principal LifeTime 2030 Fund R-4 Class,Target-Date 2030,Principal Funds,5470000000,10.35,1.73,3,28/2/2001,Growth,Large,USD
PTDAX,Principal LifeTime 2040 Fund Class A,Target-Date 2040,Principal Funds,3760000000,11.7,1.71,3,27/6/2005,Growth,Large,USD
PTDIX,Principal LifeTime 2040 Fund Institutional Class,Target-Date 2040,Principal Funds,3760000000,11.79,2.04,4,28/2/2001,Growth,Large,USD
PTDJX,Principal LifeTime 2040 Fund Class J,Target-Date 2040,Principal Funds,3760000000,11.74,1.88,3,14/6/2001,Growth,Large,USD
PTDMX,Principal LifeTime 2040 Fund R-3 Class,Target-Date 2040,Principal Funds,3760000000,11.62,1.46,3,28/2/2001,Growth,Large,USD
PTDNX,Principal LifeTime 2040 Fund R-2 Class,Target-Date 2040,Principal Funds,3760000000,11.54,1.07,3,28/2/2001,Growth,Large,USD
PTDPX,Principal LifeTime 2040 Fund R-5 Class,Target-Date 2040,Principal Funds,3760000000,11.68,1.8,3,28/2/2001,Growth,Large,USD
PTDSX,Principal LifeTime 2040 Fund R-4 Class,Target-Date 2040,Principal Funds,3760000000,11.69,1.67,3,28/2/2001,Growth,Large,USD
PTEAX,Principal Tax-Exempt Bond Fund Class A,Muni National Interm,Principal Funds,424430000,3.38,3.47,5,2/1/1977,Blend,Medium,USD
PTEBX,Dreyfus Municipal Bond Opportunity Fund Class A,Muni National Interm,Dreyfus,353870000,2.97,2.86,4,25/11/1986,Blend,Medium,USD
PTECX,Putnam Tax Exempt Income Fund Class C,Muni National Long,Putnam,926550000,2.77,2.38,2,25/7/1999,Growth,Medium,USD
PTEFX,Principal LifeTime 2050 Fund R-5 Class,Target-Date 2050,Principal Funds,2220000000,12.57,1.69,3,28/2/2001,Growth,Large,USD
PTEIX,Putnam New York Tax Exempt Income Fund Class A,Muni New York Long,Putnam,972410000,2.98,2.79,3,1/9/1983,Growth,Medium,USD
PTEMX,Salient EM Dividend Signal Instl,Diversified Emerging Mkts,Salient Funds,2950000,3.9,1.66,2,3/10/1995,Blend,Large,USD
PTENX,Principal LifeTime 2050 Fund R-2 Class,Target-Date 2050,Principal Funds,2220000000,12.46,0.96,2,28/2/2001,Growth,Large,USD
PTEPX,Putnam Pennsylvania Tax Exempt Income Fund Class A,Muni Pennsylvania,Putnam,153620000,2.5,2.9,3,20/7/1989,Blend,Medium,USD
PTERX,Principal LifeTime 2050 Fund R-3 Class,Target-Date 2050,Principal Funds,2220000000,12.51,1.39,3,28/2/2001,Growth,Large,USD
PTESX,Principal LifeTime 2050 Fund R-4 Class,Target-Date 2050,Principal Funds,2220000000,12.51,1.54,3,28/2/2001,Growth,Large,USD
PTEYX,Putnam Tax Exempt Income Fund Class Y,Muni National Long,Putnam,926550000,3.03,3.36,4,1/1/2008,Growth,Medium,USD
PTEZX,PGIM QMA Large-Cap Core Equity Fund- Class Z,Large Blend,PGIM Funds (Prudential),499140000,13.24,1.51,3,2/3/1999,Blend,Large,USD
PTFAX,PIMCO RAE Fundamental Advantage PLUS Fund Class A,Market Neutral,PIMCO,1600000000,-0.72,0.27,3,30/7/2008,,,USD
PTFIX,Putnam AMT-Free Municipal Fund Class B,Muni National Long,Putnam,310150000,2.78,2.16,2,8/9/1985,Growth,Medium,USD
PTFSX,Pacific Capital Tax Free Short Intermediate Securities Fund Class Y,Muni National Short,Pacific Capital,53260000,1.3,1.54,3,13/10/1994,,,USD
PTFYX,Putnam Tax-Free High Yield Fund Class Y,High Yield Muni,Putnam,863190000,3.4,4,4,1/1/2008,Growth,Small,USD
PTHAX,Putnam Tax-Free High Yield Fund Class A,High Yield Muni,Putnam,863190000,3.36,3.79,3,19/9/1993,Growth,Small,USD
PTHIX,Dreyfus High Yield Fund Class C,High Yield Bond,Dreyfus,1000000000,7.4,4.97,2,1/6/1997,Value,Small,USD
PTHYX,Putnam Tax-Free High Yield Fund Class B,High Yield Muni,Putnam,863190000,3.19,3.17,2,8/9/1985,Growth,Small,USD
PTIAX,Performance Trust Strategic Bond Fund,Multisector Bond,"PT Asset Management, LLC (PTAM)",2210000000,2.62,4.23,4,30/8/2010,,,USD
PTIFX,Pinnacle Sherman Tactical Allocation Fund Class I Shares,Tactical Allocation,Pinnacle,13830000,5.34,0.6,1,2/6/2013,Blend,Large,USD
PTIIX,PNC Intermediate Tax Exempt Bond Fund Class I,Muni National Interm,PNC Funds,39160000,2.67,2.23,3,26/2/1998,Blend,Medium,USD
PTIMX,Performance Trust Municipal Bond Fund - Institutional Class,Muni National Interm,"PT Asset Management, LLC (PTAM)",273360000,3.49,2.81,5,29/6/2011,,,USD
PTIPX,PIMCO RAE PLUS International Fund Class I-2,Foreign Large Value,PIMCO,394750000,8.69,25.65,5,29/5/2014,Growth,Large,USD
PTKIX,T. Rowe Price Total Return Fund I Class,Intermediate-Term Bond,T. Rowe Price,44310000,3.44,3.44,0,14/11/2016,Blend,Small,USD
PTLAX,PIMCO Low Duration Fund Class A,Short-Term Bond,PIMCO,7740000000,1.41,2.33,3,12/1/1997,,,USD
PTLCX,PIMCO Low Duration Fund Class C,Short-Term Bond,PIMCO,7740000000,1.32,1.98,3,12/1/1997,,,USD
PTLDX,PIMCO Low Duration Fund Institutional Class,Short-Term Bond,PIMCO,7740000000,1.48,2.62,4,10/5/1987,,,USD
PTMAX,PGIM QMA Large-Cap Core Equity Fund- Class A,Large Blend,PGIM Funds (Prudential),499140000,13.15,1.28,3,2/3/1999,Blend,Large,USD
PTMBX,PGIM QMA Large-Cap Core Equity Fund- Class B,Large Blend,PGIM Funds (Prudential),499140000,12.96,0.48,2,2/3/1999,Blend,Large,USD
PTMCX,PGIM QMA Large-Cap Core Equity Fund- Class C,Large Blend,PGIM Funds (Prudential),499140000,12.93,0.72,2,2/3/1999,Blend,Large,USD
PTMQX,PGIM QMA Large-Cap Core Equity Fund- Class R6,Large Blend,PGIM Funds (Prudential),499140000,13.3,1.62,3,27/12/2016,Blend,Large,USD
PTNAX,PIMCO RealPath Income A,Target-Date Retirement,PIMCO,10520000,4.37,3.12,3,30/3/2008,Blend,Large,USD
PTNCX,PIMCO RealPath Income C,Target-Date Retirement,Pimco,43790000,8.06,2.05,1,30/7/2008,Blend,Large,USD
PTNDX,PIMCO RealPath Income D,Target-Date Retirement,Pimco,43790000,8.82,2.68,2,30/3/2008,Blend,Large,USD
PTNJX,Putnam New Jersey Tax Exempt Income Fund Class A,Muni New Jersey,Putnam,165040000,2.64,3.13,3,19/2/1990,Blend,Medium,USD
PTOAX,PIMCO StocksPLUS Absolute Return Fund Class A,Large Blend,PIMCO,1850000000,14.33,1.63,5,30/7/2003,Blend,Large,USD
PTOPX,PIMCO StocksPLUS Absolute Return Fund Class I-2,Large Blend,PIMCO,1850000000,14.31,1.89,5,29/4/2008,Blend,Large,USD
PTORX,PIMCO StocksPLUS?? Absolute Return R,Large Blend,Pimco,1660000000,23.08,2.34,4,29/11/2015,Blend,Large,USD
PTPAX,Dreyfus Pennsylvania Fund Class A,Muni Pennsylvania,Dreyfus,125530000,2.62,2.6,3,29/7/1987,Blend,Medium,USD
PTPPX,Principal International Fund I R-5 Class,Foreign Large Growth,Principal Funds,375140000,14.82,1.94,2,31/5/2004,Growth,Large,USD
PTQLX,PGIM QMA Global Tactical Allocation Fund- Class R6,Multialternative,PGIM Funds (Prudential),38200000,7.78,0,4,20/4/2015,Blend,Large,USD
PTRAX,PIMCO Total Return Fund Administrative Class,Intermediate-Term Bond,PIMCO,65370000000,2.72,3.07,3,7/9/1994,,,USD
PTRBX,Putnam Fixed Income Absolute Return Fund Class B,Nontraditional Bond,Putnam,559050000,3.17,3.73,2,22/12/2008,Value,Medium,USD
PTREX,Putnam Fixed Income Absolute Return Fund Class R6,Nontraditional Bond,Putnam,559050000,3.28,4.34,3,1/7/2012,Value,Medium,USD
PTRGX,Putnam Fixed Income Absolute Return Fund Class C,Nontraditional Bond,Putnam,559050000,3.04,3.2,2,22/12/2008,Value,Medium,USD
PTRIX,PIMCO Mortgage-Backed Securities Fund Institutional Class,Intermediate-Term Bond,PIMCO,145150000,2.43,3.62,4,30/7/1997,,,USD
PTRKX,Putnam Fixed Income Absolute Return Fund Class R,Nontraditional Bond,Putnam,559050000,3.25,3.76,2,22/12/2008,Value,Medium,USD
PTRMX,Performance Trust Municipal Bond Fund - A Class,Muni National Interm,"PT Asset Management, LLC (PTAM)",273360000,3.43,2.56,5,27/9/2012,,,USD
PTRNX,Putnam Fixed Income Absolute Return Fund Class A,Nontraditional Bond,Putnam,559050000,3.22,4.05,2,22/12/2008,Value,Medium,USD
PTRQX,PGIM Total Return Bond Fund -Class R6,Intermediate-Term Bond,PGIM Funds (Prudential),39360000000,4.02,4.09,5,26/12/2010,Value,Small,USD
PTRRX,PIMCO Total Return Fund Class R,Intermediate-Term Bond,PIMCO,65370000000,2.63,2.71,3,30/12/2002,,,USD
PTSAX,PIMCO Total Return ESG Fund Institutional Class,Intermediate-Term Bond,PIMCO,1190000000,3.08,2.69,3,30/4/1991,,,USD
PTSCX,Salient International Small Cap Fund Institutional Class,Foreign Small/Mid Growth,Salient Funds,51980000,12.03,5.96,3,6/2/1996,Growth,Medium,USD
PTSGX,Touchstone Sands Capital Select Growth Fund Class Z,Large Growth,Touchstone,1840000000,21.6,0,4,10/8/2000,Growth,Large,USD
PTSHX,PIMCO Short-Term Fund Institutional Class,Ultrashort Bond,PIMCO,18730000000,1.06,2.65,5,6/10/1987,,,USD
PTSIX,PIMCO RAE PLUS International Fund Institutional Class,Foreign Large Value,PIMCO,394750000,8.7,25.72,4,29/9/2011,Growth,Large,USD
PTSKX,PIMCO RAE Fundamental PLUS Intl C,Foreign Large Value,Pimco,1200000000,26.97,7.11,3,27/2/2014,,,USD
PTSOX,PIMCO RAE PLUS International Fund Class A,Foreign Large Value,PIMCO,394750000,8.66,25.41,4,27/2/2014,Growth,Large,USD
PTSPX,PIMCO Short-Term Fund Class I-2,Ultrashort Bond,PIMCO,18730000000,1.04,2.55,5,29/4/2008,,,USD
PTSRX,PIMCO Short-Term Fund Class R,Ultrashort Bond,PIMCO,18730000000,0.94,2.15,4,30/12/2002,,,USD
PTTAX,PIMCO Total Return Fund Class A,Intermediate-Term Bond,PIMCO,65370000000,2.69,2.98,3,12/1/1997,,,USD
PTTCX,PIMCO Total Return Fund Class C,Intermediate-Term Bond,PIMCO,65370000000,2.51,2.22,2,12/1/1997,,,USD
PTTDX,PIMCO Total Return D,Intermediate-Term Bond,Pimco,73060000000,-1.64,2.3,4,7/4/1998,Blend,Small,USD
PTTFX,T. Rowe Price Total Return Fund,Intermediate-Term Bond,T. Rowe Price,44310000,3.53,3.33,0,14/11/2016,Blend,Small,USD
PTTIX,Principal LifeTime 2010 Fund Institutional Class,Target-Date 2000-2010,Principal Funds,764120000,6.52,2.69,4,28/2/2001,Growth,Large,USD
PTTPX,PIMCO Total Return Fund Class I-2,Intermediate-Term Bond,PIMCO,65370000000,2.75,3.22,3,29/4/2008,,,USD
PTTRX,PIMCO Total Return Fund Institutional Class,Intermediate-Term Bond,PIMCO,65370000000,2.78,3.32,4,10/5/1987,,,USD
PTUIX,PIMCO Total Return Fund IV Institutional Class,Intermediate-Term Bond,PIMCO,567510000,3.28,2.66,3,25/5/2011,,,USD
PTUPX,PIMCO Total Return IV P,Intermediate-Term Bond,Pimco,1510000000,4.46,1.65,3,25/5/2011,,,USD
PTUZX,PIMCO Total Return Fund IV Class A,Intermediate-Term Bond,PIMCO,567510000,3.19,2.31,2,25/5/2011,,,USD
PTVAX,PNC Total Return Advantage Fund Class A,Intermediate-Term Bond,PNC Funds,206760000,3.79,2.58,2,29/9/2002,Blend,Medium,USD
PTVIX,PNC Total Return Advantage Fund Class Institutional,Intermediate-Term Bond,PNC Funds,206760000,3.88,2.85,3,26/2/1998,Blend,Medium,USD
PTWAX,PGIM Jennison 20/20 Focus Fund- Class A,Large Growth,PGIM Funds (Prudential),997550000,13.6,0.33,2,30/6/1998,Growth,Large,USD
PTWBX,PGIM Jennison 20/20 Focus Fund- Class B,Large Growth,PGIM Funds (Prudential),997550000,13.25,0,2,30/6/1998,Growth,Large,USD
PTWCX,PGIM Jennison 20/20 Focus Fund- Class C,Large Growth,PGIM Funds (Prudential),997550000,13.43,0,2,30/6/1998,Growth,Large,USD
PTWZX,PGIM Jennison 20/20 Focus Fund- Class Z,Large Growth,PGIM Funds (Prudential),997550000,13.72,0.57,2,30/6/1998,Growth,Large,USD
PTXFX,Pacific Capital Tax Free Securities Fund Class Y,Muni National Interm,Pacific Capital,282290000,2.52,2.44,3,13/10/1994,,,USD
PTXMX,Putnam Tax Exempt Income Fund Class M,Muni National Long,Putnam,926550000,2.9,2.87,3,15/2/1995,Growth,Medium,USD
PTYAX,PIMCO RealPath 2020 A,Target-Date 2020,PIMCO,10250000,4.55,5.67,2,30/3/2008,Blend,Large,USD
PTYCX,PIMCO RealPath 2020 C,Target-Date 2020,Pimco,43270000,8.27,2.1,1,30/7/2008,Blend,Large,USD
PTYDX,PIMCO RealPath 2020 D,Target-Date 2020,Pimco,43270000,8.77,2.71,1,30/3/2008,Blend,Large,USD
PTYIX,T. Rowe Price Tax Free High Yield Fund I Class,High Yield Muni,T. Rowe Price,5180000000,3.25,3.7,3,28/11/2016,Value,Medium,USD
PTYMX,Putnam Tax-Free High Yield Fund Class M,High Yield Muni,Putnam,863190000,3.2,3.52,3,28/12/1994,Growth,Small,USD
PTZLX,PGIM QMA Global Tactical Allocation Fund- Class Z,Multialternative,PGIM Funds (Prudential),38200000,7.77,0,4,20/4/2015,Blend,Large,USD
PUBAX,PIMCO Dynamic Bond Fund Class A,Nontraditional Bond,PIMCO,3870000000,2.12,3.12,3,29/6/2008,,,USD
PUBCX,PIMCO Dynamic Bond Fund Class C,Nontraditional Bond,PIMCO,3870000000,1.93,2.38,3,30/7/2008,,,USD
PUBRX,PIMCO Dynamic Bond Fund Class R,Nontraditional Bond,PIMCO,3870000000,2.05,2.87,3,30/7/2008,,,USD
PUCAX,PGIM Strategic Bond Fund- Class A,Nontraditional Bond,PGIM Funds (Prudential),219060000,4.35,5.27,5,8/7/2015,Blend,Small,USD
PUCCX,PGIM Strategic Bond Fund- Class C,Nontraditional Bond,PGIM Funds (Prudential),219060000,4.26,4.53,4,8/7/2015,Blend,Small,USD
PUCPX,PIMCO Dynamic Bond Fund Class I-2,Nontraditional Bond,PIMCO,3870000000,2.19,3.42,3,29/6/2008,,,USD
PUCQX,PGIM Strategic Bond Fund- Class R6,Nontraditional Bond,PGIM Funds (Prudential),219060000,4.57,5.68,5,25/4/2017,Blend,Small,USD
PUCZX,PGIM Strategic Bond Fund- Class Z,Nontraditional Bond,PGIM Funds (Prudential),219060000,4.56,5.64,5,8/7/2015,Blend,Small,USD
PUDAX,PGIM Real Assets Fund- Class A,Allocation - 50% to 70% Equity,PGIM Funds (Prudential),112250000,9.89,1.61,1,29/12/2010,Blend,Large,USD
PUDBX,PGIM Real Assets Fund- Class B,Allocation - 50% to 70% Equity,PGIM Funds (Prudential),112250000,9.56,0.74,1,29/12/2010,Blend,Large,USD
PUDCX,PGIM Real Assets Fund- Class C,Allocation - 50% to 70% Equity,PGIM Funds (Prudential),112250000,9.56,0.94,1,29/12/2010,Blend,Large,USD
PUDQX,PGIM Real Assets Fund- Class R6,Allocation - 50% to 70% Equity,PGIM Funds (Prudential),112250000,9.91,2.01,1,22/1/2015,Blend,Large,USD
PUDZX,PGIM Real Assets Fund- Class Z,Allocation - 50% to 70% Equity,PGIM Funds (Prudential),112250000,9.89,1.95,1,29/12/2010,Blend,Large,USD
PUFBX,PGIM Jennison Financial Services Fund- Class B,Financial,PGIM Funds (Prudential),152620000,13.37,0,2,29/6/1999,Blend,Large,USD
PUFCX,PGIM Jennison Financial Services Fund- Class C,Financial,PGIM Funds (Prudential),152620000,13.42,0,2,29/6/1999,Blend,Large,USD
PUGCX,Putnam Global Equity Fund Class C,World Large Stock,Putnam,764210000,13.31,0,3,31/1/1999,Growth,Large,USD
PUGIX,Putnam Global Utilities Fund Class A,Utilities,Putnam,160560000,10.65,2.31,1,18/11/1990,Value,Large,USD
PUICX,Putnam Income Fund Class C,Intermediate-Term Bond,Putnam,1810000000,3.44,2.78,4,25/7/1999,Blend,Medium,USD
PULRX,Putnam Global Utilities Fund Class R,Utilities,Putnam,160560000,10.58,2.08,1,30/11/2003,Value,Large,USD
PUMYX,PACE Small/Medium Co Growth Equity Investments Class Y,Small Growth,UBS Asset Management,475700000,16.37,0,3,11/2/2001,Growth,Small,USD
PUPPX,Principal International Fund I R-4 Class,Foreign Large Growth,Principal Funds,375140000,14.82,1.97,2,31/5/2004,Growth,Large,USD
PURAX,PGIM Global Real Estate Fund- Class A,Global Real Estate,PGIM Funds (Prudential),1960000000,15.99,2.19,4,4/5/1998,Blend,Medium,USD
PURBX,PGIM Global Real Estate Fund- Class B,Global Real Estate,PGIM Funds (Prudential),1960000000,15.74,1.57,3,4/5/1998,Blend,Medium,USD
PURCX,PGIM Global Real Estate Fund- Class C,Global Real Estate,PGIM Funds (Prudential),1960000000,15.89,1.86,3,4/5/1998,Blend,Medium,USD
PUREX,PGIM Global Real Estate Fund- Class R2,Global Real Estate,PGIM Funds (Prudential),1960000000,16.06,2.37,4,26/12/2017,Blend,Medium,USD
PURGX,PGIM Global Real Estate Fund- Class R4,Global Real Estate,PGIM Funds (Prudential),1960000000,16.11,2.62,4,26/12/2017,Blend,Medium,USD
PURRX,PGIM Global Real Estate Fund- Class R,Global Real Estate,PGIM Funds (Prudential),1960000000,15.94,2.09,3,15/6/2008,Blend,Medium,USD
PURYX,Putnam Research Fund Class Y,Large Blend,Putnam,319570000,13.32,0.62,4,3/4/2000,Blend,Large,USD
